State,City,Overall Percentile Rank,,Address,36.5677206,139.9033588
Arkansas,Lavaca,0,,"Lavaca, Arkansas",0,0
West Virginia,Pennsboro,0,,"Pennsboro, West Virginia",0,0
Pennsylvania,South Fork,0,,"South Fork, Pennsylvania",0,0
Ohio,Hudson,0,,"Hudson, Ohio",0,0
Alabama,Harpersville,65,,"Harpersville, Alabama",0,0
North Dakota,Stanley,0,,"Stanley, North Dakota",0,0
Pennsylvania,Steelton,0,,"Steelton, Pennsylvania",0,0
North Carolina,Flat Rock,90,,"Flat Rock, North Carolina",0,0
Ohio,Wilmington,0,,"Wilmington, Ohio",0,0
Illinois,Maple Park,0,,"Maple Park, Illinois",0,0
Washington,Sumner,0,,"Sumner, Washington",0,0
Illinois,Thomasboro,0,,"Thomasboro, Illinois",0,0
Oklahoma,Marietta,61,,"Marietta, Oklahoma",0,0
Iowa,University Heights,0,,"University Heights, Iowa",0,0
Washington,Ocean Shores,0,,"Ocean Shores, Washington",0,0
Ohio,Antwerp,0,,"Antwerp, Ohio",0,0
Kansas,Fort Scott,0,,"Fort Scott, Kansas",0,0
Indiana,Kirklin,0,,"Kirklin, Indiana",0,0
Alaska,Valdez,0,,"Valdez, Alaska",0,0
New York,Castleton On Hudson,0,,"Castleton On Hudson, New York",0,0
West Virginia,Mabscott,0,,"Mabscott, West Virginia",0,0
Ohio,Botkins,0,,"Botkins, Ohio",0,0
Louisiana,Oakdale,0,,"Oakdale, Louisiana",0,0
Illinois,Franklin Grove,0,,"Franklin Grove, Illinois",0,0
Ohio,Mount Vernon,0,,"Mount Vernon, Ohio",0,0
New Jersey,Boonton,0,,"Boonton, New Jersey",0,0
New Jersey,Ho-Ho-Kus,0,,"Ho-Ho-Kus, New Jersey",0,0
Iowa,Maxwell,0,,"Maxwell, Iowa",0,0
Illinois,Pleasant Hill,91,,"Pleasant Hill, Illinois",0,0
Texas,Ore City,0,,"Ore City, Texas",0,0
Colorado,Leadville,80,,"Leadville, Colorado",0,0
Missouri,Laurie,0,,"Laurie, Missouri",0,0
New York,Ogdensburg,0,,"Ogdensburg, New York",0,0
Mississippi,Port Gibson,0,,"Port Gibson, Mississippi",0,0
Ohio,Brecksville,0,,"Brecksville, Ohio",0,0
Illinois,Virginia,0,,"Virginia, Illinois",0,0
Minnesota,Starbuck,0,,"Starbuck, Minnesota",0,0
New Jersey,Milltown,0,,"Milltown, New Jersey",0,0
Arkansas,Cabot,0,,"Cabot, Arkansas",0,0
Indiana,Muncie,0,,"Muncie, Indiana",0,0
Missouri,Monroe City,0,,"Monroe City, Missouri",0,0
Pennsylvania,Wormleysburg,0,,"Wormleysburg, Pennsylvania",0,0
Minnesota,Waverly,0,,"Waverly, Minnesota",0,0
Indiana,Fowler,0,,"Fowler, Indiana",0,0
Maine,Brewer,0,,"Brewer, Maine",0,0
Oregon,Sheridan,0,,"Sheridan, Oregon",0,0
Missouri,Lake Ozark,0,,"Lake Ozark, Missouri",0,0
Montana,Deer Lodge,0,,"Deer Lodge, Montana",0,0
Oregon,Winston,0,,"Winston, Oregon",0,0
Pennsylvania,Meadville,0,,"Meadville, Pennsylvania",0,0
Hawaii,Honolulu,0,,"Honolulu, Hawaii",0,0
Tennessee,Three Way,0,,"Three Way, Tennessee",0,0
Ohio,Trenton,0,,"Trenton, Ohio",0,0
Illinois,Lakemoor,73,,"Lakemoor, Illinois",0,0
New Jersey,Palisades Park,0,,"Palisades Park, New Jersey",0,0
Illinois,Odell,84,,"Odell, Illinois",0,0
Oklahoma,Mulhall,58,,"Mulhall, Oklahoma",0,0
Nebraska,Ponca,0,,"Ponca, Nebraska",0,0
Arkansas,Berryville,0,,"Berryville, Arkansas",0,0
Illinois,Odell,84,,"Odell, Illinois",0,0
Oregon,Madras,0,,"Madras, Oregon",0,0
Mississippi,Okolona,0,,"Okolona, Mississippi",0,0
New Jersey,New Milford,0,,"New Milford, New Jersey",0,0
Mississippi,Richton,0,,"Richton, Mississippi",0,0
New Jersey,Belmar,0,,"Belmar, New Jersey",0,0
Missouri,Bevier,74,,"Bevier, Missouri",0,0
Nebraska,Crawford,0,,"Crawford, Nebraska",0,0
Georgia,Flowery Branch,0,,"Flowery Branch, Georgia",0,0
Missouri,Anderson,0,,"Anderson, Missouri",0,0
Minnesota,Deephaven,37,,"Deephaven, Minnesota",0,0
Missouri,Anderson,0,,"Anderson, Missouri",0,0
Indiana,North Vernon,0,,"North Vernon, Indiana",0,0
Idaho,Rupert,0,,"Rupert, Idaho",0,0
Ohio,Norton,0,,"Norton, Ohio",0,0
Louisiana,Hessmer,0,,"Hessmer, Louisiana",0,0
North Dakota,Wilton,0,,"Wilton, North Dakota",0,0
Louisiana,Hessmer,0,,"Hessmer, Louisiana",0,0
Pennsylvania,Port Allegany,0,,"Port Allegany, Pennsylvania",0,0
Kansas,Plains City,0,,"Plains City, Kansas",0,0
Missouri,Elsberry,0,,"Elsberry, Missouri",0,0
Arkansas,Paragould,0,,"Paragould, Arkansas",0,0
Ohio,Euclid,0,,"Euclid, Ohio",0,0
Montana,Bridger,0,,"Bridger, Montana",0,0
Florida,Defuniak Springs,0,,"Defuniak Springs, Florida",0,0
California,Fortuna,0,,"Fortuna, California",0,0
Arkansas,Warren,0,,"Warren, Arkansas",0,0
Iowa,Mediapolis,0,,"Mediapolis, Iowa",0,0
Arkansas,Gravette,0,,"Gravette, Arkansas",0,0
Colorado,Gypsum,0,,"Gypsum, Colorado",0,0
Washington,Deer Park,0,,"Deer Park, Washington",0,0
Oklahoma,Choctaw,0,,"Choctaw, Oklahoma",0,0
Louisiana,Mansura,0,,"Mansura, Louisiana",0,0
Oklahoma,Tyrone,0,,"Tyrone, Oklahoma",0,0
Kansas,Elkhart,0,,"Elkhart, Kansas",0,0
Illinois,Carlinville,50,,"Carlinville, Illinois",0,0
Pennsylvania,Indiana,0,,"Indiana, Pennsylvania",0,0
Tennessee,New Market,0,,"New Market, Tennessee",0,0
Arkansas,Texarkana,0,,"Texarkana, Arkansas",0,0
Minnesota,Isle,0,,"Isle, Minnesota",0,0
Louisiana,Central,0,,"Central, Louisiana",0,0
Ohio,Marion,0,,"Marion, Ohio",0,0
Pennsylvania,Punxsutawney,0,,"Punxsutawney, Pennsylvania",0,0
Pennsylvania,New Beaver,0,,"New Beaver, Pennsylvania",0,0
Minnesota,Biwabik,0,,"Biwabik, Minnesota",0,0
Tennessee,Crump,0,,"Crump, Tennessee",0,0
Missouri,Edina,0,,"Edina, Missouri",0,0
Ohio,Mason,0,,"Mason, Ohio",0,0
Louisiana,Loreauville,0,,"Loreauville, Louisiana",0,0
Louisiana,Marksville,0,,"Marksville, Louisiana",0,0
Kansas,Satanta,0,,"Satanta, Kansas",0,0
Minnesota,Wayzata,0,,"Wayzata, Minnesota",0,0
Georgia,Eton,0,,"Eton, Georgia",0,0
Illinois,Flanagan,94,,"Flanagan, Illinois",0,0
Illinois,Brimfield,0,,"Brimfield, Illinois",0,0
New Jersey,Maywood,0,,"Maywood, New Jersey",0,0
Ohio,West Liberty,0,,"West Liberty, Ohio",0,0
Michigan,Fennville,0,,"Fennville, Michigan",0,0
Missouri,Pevely,0,,"Pevely, Missouri",0,0
Louisiana,Jena,0,,"Jena, Louisiana",0,0
Pennsylvania,White Haven,0,,"White Haven, Pennsylvania",0,0
Mississippi,Walnut,0,,"Walnut, Mississippi",0,0
Mississippi,Waynesboro,0,,"Waynesboro, Mississippi",0,0
Delaware,Bellefonte,0,,"Bellefonte, Delaware",0,0
Oregon,Carlton,0,,"Carlton, Oregon",0,0
Tennessee,Henning,0,,"Henning, Tennessee",0,0
Ohio,Mount Gilead,0,,"Mount Gilead, Ohio",0,0
Alaska,Sand Point,0,,"Sand Point, Alaska",0,0
Illinois,Atlanta,92,,"Atlanta, Illinois",0,0
Missouri,Steelville,0,,"Steelville, Missouri",0,0
Arkansas,Warren,0,,"Warren, Arkansas",0,0
Missouri,De Soto,70,,"De Soto, Missouri",0,0
Ohio,Deer Park,0,,"Deer Park, Ohio",0,0
Tennessee,Collierville,0,,"Collierville, Tennessee",0,0
Arkansas,Dardanelle,0,,"Dardanelle, Arkansas",0,0
Florida,Astatula,0,,"Astatula, Florida",0,0
Illinois,Atlanta,0,,"Atlanta, Illinois",0,0
Arkansas,Eudora,0,,"Eudora, Arkansas",0,0
Nebraska,Franklin,0,,"Franklin, Nebraska",0,0
Minnesota,St James,0,,"St James, Minnesota",0,0
Minnesota,Moose Lake,0,,"Moose Lake, Minnesota",0,0
Arkansas,Mountain Home,0,,"Mountain Home, Arkansas",0,0
Minnesota,Clara City,0,,"Clara City, Minnesota",0,0
Missouri,Crystal City,0,,"Crystal City, Missouri",0,0
New York,Saranac Lake,0,,"Saranac Lake, New York",0,0
Minnesota,Tyler,0,,"Tyler, Minnesota",0,0
Georgia,Lenox,0,,"Lenox, Georgia",0,0
Louisiana,Moreauville,0,,"Moreauville, Louisiana",0,0
Texas,Socorro,0,,"Socorro, Texas",0,0
Mississippi,Union,0,,"Union, Mississippi",0,0
Pennsylvania,Monongahela,0,,"Monongahela, Pennsylvania",0,0
Missouri,Duenweg,0,,"Duenweg, Missouri",0,0
California,Calipatria,65,,"Calipatria, California",0,0
Indiana,Bourbon,55,,"Bourbon, Indiana",0,0
Missouri,Duenweg,0,,"Duenweg, Missouri",0,0
Louisiana,Killian,0,,"Killian, Louisiana",0,0
Illinois,Albers,0,,"Albers, Illinois",0,0
Kansas,Burrton,0,,"Burrton, Kansas",0,0
Ohio,Bellaire,0,,"Bellaire, Ohio",0,0
Ohio,Clayton,0,,"Clayton, Ohio",0,0
Pennsylvania,Red Hill,0,,"Red Hill, Pennsylvania",0,0
Nebraska,St Paul,0,,"St Paul, Nebraska",0,0
Ohio,Leipsic,0,,"Leipsic, Ohio",0,0
Colorado,Gypsum,0,,"Gypsum, Colorado",0,0
Washington,Kettle Falls,0,,"Kettle Falls, Washington",0,0
Illinois,Mokena,0,,"Mokena, Illinois",0,0
New Jersey,Stanhope,0,,"Stanhope, New Jersey",0,0
Massachusetts,Franklin Town,0,,"Franklin Town, Massachusetts",0,0
Michigan,Constantine,0,,"Constantine, Michigan",0,0
Pennsylvania,Trappe,0,,"Trappe, Pennsylvania",0,0
Michigan,Baroda,0,,"Baroda, Michigan",0,0
Ohio,Fairfield,0,,"Fairfield, Ohio",0,0
Iowa,Stratford,0,,"Stratford, Iowa",0,0
Illinois,Mount Pulaski,0,,"Mount Pulaski, Illinois",0,0
Pennsylvania,Exeter,0,,"Exeter, Pennsylvania",0,0
Georgia,Winterville,0,,"Winterville, Georgia",0,0
Indiana,Plymouth,57,,"Plymouth, Indiana",0,0
Washington,Deer Park,0,,"Deer Park, Washington",0,0
Ohio,Dayton,0,,"Dayton, Ohio",0,0
Idaho,Middleton,0,,"Middleton, Idaho",0,0
Texas,Kempner,0,,"Kempner, Texas",0,0
Ohio,South Euclid,0,,"South Euclid, Ohio",0,0
Texas,Crowell,0,,"Crowell, Texas",0,0
Nebraska,Cambridge,0,,"Cambridge, Nebraska",0,0
Nebraska,Kearney,0,,"Kearney, Nebraska",0,0
Colorado,Palisade,0,,"Palisade, Colorado",0,0
Pennsylvania,Gratz,0,,"Gratz, Pennsylvania",0,0
Ohio,Mount Healthy,0,,"Mount Healthy, Ohio",0,0
New Mexico,Milan,0,,"Milan, New Mexico",0,0
Ohio,Weston,0,,"Weston, Ohio",0,0
Pennsylvania,Corry,0,,"Corry, Pennsylvania",0,0
Ohio,Perrysburg,0,,"Perrysburg, Ohio",0,0
Delaware,Milton,0,,"Milton, Delaware",0,0
Pennsylvania,Blawnox,0,,"Blawnox, Pennsylvania",0,0
Ohio,Urbana,0,,"Urbana, Ohio",0,0
Maryland,Indian Head,0,,"Indian Head, Maryland",0,0
Oklahoma,Marlow,0,,"Marlow, Oklahoma",0,0
Minnesota,Lanesboro,0,,"Lanesboro, Minnesota",0,0
Oregon,Scappoose,0,,"Scappoose, Oregon",0,0
Iowa,Osage,0,,"Osage, Iowa",0,0
New Jersey,Kearny,0,,"Kearny, New Jersey",0,0
Florida,Branford,0,,"Branford, Florida",0,0
Louisiana,Pleasant Hill,0,,"Pleasant Hill, Louisiana",0,0
Oklahoma,Kenefic,0,,"Kenefic, Oklahoma",0,0
Ohio,Leetonia,0,,"Leetonia, Ohio",0,0
Georgia,Dacula,71,,"Dacula, Georgia",0,0
Ohio,East Palestine,0,,"East Palestine, Ohio",0,0
California,Montague,58,,"Montague, California",0,0
New Jersey,Milltown,0,,"Milltown, New Jersey",0,0
South Dakota,Clark,0,,"Clark, South Dakota",0,0
Tennessee,Coalmont,0,,"Coalmont, Tennessee",0,0
New Jersey,Wood Ridge,0,,"Wood Ridge, New Jersey",0,0
Ohio,Strasburg,0,,"Strasburg, Ohio",0,0
Illinois,Cissna Park,0,,"Cissna Park, Illinois",0,0
South Dakota,Springfield,0,,"Springfield, South Dakota",0,0
Delaware,Dover,0,,"Dover, Delaware",0,0
Arkansas,Rogers,0,,"Rogers, Arkansas",0,0
Missouri,Fair Grove,0,,"Fair Grove, Missouri",0,0
Washington,Medical Lake,0,,"Medical Lake, Washington",0,0
Oklahoma,Sentinel,0,,"Sentinel, Oklahoma",0,0
New Jersey,Woodbine,0,,"Woodbine, New Jersey",0,0
New Jersey,Lincoln Park,0,,"Lincoln Park, New Jersey",0,0
Texas,New Fairview,0,,"New Fairview, Texas",0,0
Pennsylvania,Conyngham,0,,"Conyngham, Pennsylvania",0,0
Iowa,Dakota City,0,,"Dakota City, Iowa",0,0
Missouri,St Clair,0,,"St Clair, Missouri",0,0
Louisiana,Baldwin,0,,"Baldwin, Louisiana",0,0
Kentucky,Taylor Mill,24,,"Taylor Mill, Kentucky",0,0
Iowa,Kingsley,0,,"Kingsley, Iowa",0,0
Illinois,Wadsworth,85,,"Wadsworth, Illinois",0,0
Ohio,Swanton,0,,"Swanton, Ohio",0,0
Missouri,Lexington,0,,"Lexington, Missouri",0,0
Illinois,Mccullom Lake,0,,"Mccullom Lake, Illinois",0,0
Minnesota,Starbuck,0,,"Starbuck, Minnesota",0,0
Georgia,Baxley,37,,"Baxley, Georgia",0,0
Wyoming,Pinedale,29,,"Pinedale, Wyoming",0,0
Missouri,Albany,0,,"Albany, Missouri",0,0
Ohio,Delaware,0,,"Delaware, Ohio",0,0
Illinois,Mccullom Lake,0,,"Mccullom Lake, Illinois",0,0
Kansas,Wakeeney,0,,"Wakeeney, Kansas",0,0
California,Farmersville,63,,"Farmersville, California",0,0
Louisiana,Baldwin,0,,"Baldwin, Louisiana",0,0
Louisiana,Iowa,70,,"Iowa, Louisiana",0,0
Tennessee,Alexandria,0,,"Alexandria, Tennessee",0,0
West Virginia,Rainelle,0,,"Rainelle, West Virginia",0,0
New York,Hamilton,0,,"Hamilton, New York",0,0
Iowa,Lansing,0,,"Lansing, Iowa",0,0
West Virginia,Mabscott,0,,"Mabscott, West Virginia",0,0
Illinois,Dwight,0,,"Dwight, Illinois",0,0
Wisconsin,Stratford,0,,"Stratford, Wisconsin",0,0
Missouri,Gerald,0,,"Gerald, Missouri",0,0
Alabama,Heflin,0,,"Heflin, Alabama",0,0
Pennsylvania,Zelienople,0,,"Zelienople, Pennsylvania",0,0
Florida,Astatula,0,,"Astatula, Florida",0,0
Oregon,Aurora,0,,"Aurora, Oregon",0,0
Ohio,Solon,0,,"Solon, Ohio",0,0
Arkansas,Mammoth Spring,0,,"Mammoth Spring, Arkansas",0,0
New Jersey,Bound Brook,0,,"Bound Brook, New Jersey",0,0
California,Newman,0,,"Newman, California",0,0
Indiana,Upland,0,,"Upland, Indiana",0,0
Louisiana,Simsboro,0,,"Simsboro, Louisiana",0,0
Iowa,Newell,0,,"Newell, Iowa",0,0
Missouri,Ava,0,,"Ava, Missouri",0,0
Kentucky,Taylor Mill,24,,"Taylor Mill, Kentucky",0,0
Ohio,Matamoras,0,,"Matamoras, Ohio",0,0
Washington,Cashmere,0,,"Cashmere, Washington",0,0
Ohio,South Bloomfield,0,,"South Bloomfield, Ohio",0,0
Pennsylvania,Mount Union,0,,"Mount Union, Pennsylvania",0,0
Washington,Deer Park,0,,"Deer Park, Washington",0,0
Indiana,Portage,0,,"Portage, Indiana",0,0
Virginia,Narrows,0,,"Narrows, Virginia",0,0
Missouri,Gallatin,0,,"Gallatin, Missouri",0,0
Ohio,Addyston,0,,"Addyston, Ohio",0,0
Idaho,Plummer,0,,"Plummer, Idaho",0,0
Ohio,Loveland,0,,"Loveland, Ohio",0,0
Pennsylvania,Palo Alto,0,,"Palo Alto, Pennsylvania",0,0
Pennsylvania,Central City,0,,"Central City, Pennsylvania",0,0
Pennsylvania,Jeannette,1,,"Jeannette, Pennsylvania",0,0
Illinois,Fairmont City,0,,"Fairmont City, Illinois",0,0
Pennsylvania,Delta,0,,"Delta, Pennsylvania",0,0
Oregon,Burns,0,,"Burns, Oregon",0,0
Michigan,Westphalia,65,,"Westphalia, Michigan",0,0
Texas,West Orange,0,,"West Orange, Texas",0,0
Alaska,Ketchikan,0,,"Ketchikan, Alaska",0,0
Colorado,Louisville,0,,"Louisville, Colorado",0,0
North Dakota,Watford City,0,,"Watford City, North Dakota",0,0
Pennsylvania,Cressona,0,,"Cressona, Pennsylvania",0,0
Pennsylvania,Atglen,0,,"Atglen, Pennsylvania",0,0
Michigan,Central Lake,93,,"Central Lake, Michigan",0,0
Louisiana,Patterson,0,,"Patterson, Louisiana",0,0
Iowa,Dunlap,0,,"Dunlap, Iowa",0,0
New Jersey,Bridgeton,0,,"Bridgeton, New Jersey",0,0
Iowa,Pella,0,,"Pella, Iowa",0,0
Pennsylvania,Wernersville,0,,"Wernersville, Pennsylvania",0,0
Oklahoma,Dill City,0,,"Dill City, Oklahoma",0,0
Pennsylvania,Carbondale,0,,"Carbondale, Pennsylvania",0,0
Minnesota,Dilworth,0,,"Dilworth, Minnesota",0,0
New York,Wesley Hills,0,,"Wesley Hills, New York",0,0
Oklahoma,Dover,0,,"Dover, Oklahoma",0,0
New Mexico,Moriarty,0,,"Moriarty, New Mexico",0,0
Illinois,Greenview,0,,"Greenview, Illinois",0,0
Pennsylvania,Charleroi,0,,"Charleroi, Pennsylvania",0,0
New Jersey,Woodbury Heights,0,,"Woodbury Heights, New Jersey",0,0
Missouri,Smithville,0,,"Smithville, Missouri",0,0
Ohio,Franklin,0,,"Franklin, Ohio",0,0
Ohio,Wooster,0,,"Wooster, Ohio",0,0
North Dakota,Oakes,0,,"Oakes, North Dakota",0,0
Louisiana,Abita Springs,0,,"Abita Springs, Louisiana",0,0
Nebraska,Weeping Water,0,,"Weeping Water, Nebraska",0,0
Colorado,Louisville,0,,"Louisville, Colorado",0,0
New York,Lake George,0,,"Lake George, New York",0,0
California,Avalon,0,,"Avalon, California",0,0
South Carolina,Sullivan'S Island,0,,"Sullivan'S Island, South Carolina",0,0
Iowa,Vinton,0,,"Vinton, Iowa",0,0
Missouri,Clever,0,,"Clever, Missouri",0,0
Pennsylvania,Mars,0,,"Mars, Pennsylvania",0,0
Minnesota,Onamia,0,,"Onamia, Minnesota",0,0
Washington,Clarkston,0,,"Clarkston, Washington",0,0
Washington,Goldendale,0,,"Goldendale, Washington",0,0
Missouri,Billings,0,,"Billings, Missouri",0,0
Arkansas,Campbell Station,0,,"Campbell Station, Arkansas",0,0
Missouri,Seligman,0,,"Seligman, Missouri",0,0
Indiana,Bainbridge,0,,"Bainbridge, Indiana",0,0
Iowa,Wilton,0,,"Wilton, Iowa",0,0
West Virginia,Mcmechen,0,,"Mcmechen, West Virginia",0,0
Oklahoma,Inola,0,,"Inola, Oklahoma",0,0
Missouri,Country Club,0,,"Country Club, Missouri",0,0
Oregon,Oakland,0,,"Oakland, Oregon",0,0
Colorado,Platteville,0,,"Platteville, Colorado",0,0
West Virginia,Ravenswood,0,,"Ravenswood, West Virginia",0,0
Indiana,Portland,0,,"Portland, Indiana",0,0
West Virginia,White Sulphur Springs,0,,"White Sulphur Springs, West Virginia",0,0
Missouri,Fremont Hills,0,,"Fremont Hills, Missouri",0,0
Nebraska,Humboldt,0,,"Humboldt, Nebraska",0,0
Texas,George West,0,,"George West, Texas",0,0
Iowa,Wapello,0,,"Wapello, Iowa",0,0
Washington,Burlington,0,,"Burlington, Washington",0,0
Wisconsin,Belmont,90,,"Belmont, Wisconsin",0,0
Texas,Hardin,0,,"Hardin, Texas",0,0
Nebraska,Madison,0,,"Madison, Nebraska",0,0
Texas,Ore City,0,,"Ore City, Texas",0,0
New Jersey,Stratford,0,,"Stratford, New Jersey",0,0
Washington,Darrington,0,,"Darrington, Washington",0,0
Kansas,Wellington,0,,"Wellington, Kansas",0,0
New Jersey,Trenton,0,,"Trenton, New Jersey",0,0
Missouri,Archie,0,,"Archie, Missouri",0,0
North Carolina,Holly Springs,87,,"Holly Springs, North Carolina",0,0
Oregon,Reedsport,0,,"Reedsport, Oregon",0,0
Minnesota,Oakdale,0,,"Oakdale, Minnesota",0,0
Missouri,Jackson,0,,"Jackson, Missouri",0,0
Illinois,Ringwood,0,,"Ringwood, Illinois",0,0
Missouri,Jackson,0,,"Jackson, Missouri",0,0
Pennsylvania,Speers,0,,"Speers, Pennsylvania",0,0
Colorado,Brush,0,,"Brush, Colorado",0,0
New York,Amityville,0,,"Amityville, New York",0,0
Louisiana,Madisonville,0,,"Madisonville, Louisiana",0,0
Ohio,Mcclure,0,,"Mcclure, Ohio",0,0
New Jersey,Clifton,0,,"Clifton, New Jersey",0,0
Oregon,Coburg,0,,"Coburg, Oregon",0,0
Louisiana,Madisonville,0,,"Madisonville, Louisiana",0,0
Ohio,Oregon,0,,"Oregon, Ohio",0,0
Indiana,Hebron,0,,"Hebron, Indiana",0,0
New Jersey,Belvidere,0,,"Belvidere, New Jersey",0,0
Pennsylvania,Hastings,0,,"Hastings, Pennsylvania",0,0
Massachusetts,Barnstable,0,,"Barnstable, Massachusetts",0,0
Oklahoma,Collinsville,0,,"Collinsville, Oklahoma",0,0
Indiana,Princeton,0,,"Princeton, Indiana",0,0
Illinois,Oquawka,56,,"Oquawka, Illinois",0,0
Illinois,Port Barrington,0,,"Port Barrington, Illinois",0,0
Colorado,La Veta,0,,"La Veta, Colorado",0,0
Pennsylvania,Shippensburg,0,,"Shippensburg, Pennsylvania",0,0
Arkansas,Stamps,0,,"Stamps, Arkansas",0,0
Washington,Blaine,0,,"Blaine, Washington",0,0
Ohio,Blanchester,0,,"Blanchester, Ohio",0,0
Minnesota,Grant,0,,"Grant, Minnesota",0,0
South Carolina,Saluda,0,,"Saluda, South Carolina",0,0
Michigan,Quincy,0,,"Quincy, Michigan",0,0
Ohio,Mansfield,0,,"Mansfield, Ohio",0,0
Indiana,East Chicago,0,,"East Chicago, Indiana",0,0
Minnesota,Minneota,0,,"Minneota, Minnesota",0,0
Oregon,Estacada,0,,"Estacada, Oregon",0,0
Pennsylvania,Mount Jewett,0,,"Mount Jewett, Pennsylvania",0,0
Missouri,Warrenton,0,,"Warrenton, Missouri",0,0
Pennsylvania,Dalton,0,,"Dalton, Pennsylvania",0,0
New York,Manorhaven,0,,"Manorhaven, New York",0,0
Pennsylvania,Chicora,0,,"Chicora, Pennsylvania",0,0
Illinois,Wamac,0,,"Wamac, Illinois",0,0
Louisiana,Gueydan,0,,"Gueydan, Louisiana",0,0
California,Palos Verdes Estates,81,,"Palos Verdes Estates, California",0,0
Colorado,Pagosa Springs,0,,"Pagosa Springs, Colorado",0,0
Mississippi,Quitman,0,,"Quitman, Mississippi",0,0
California,Rolling Hills,45,,"Rolling Hills, California",0,0
Kansas,Larned,0,,"Larned, Kansas",0,0
New York,Hamburg,0,,"Hamburg, New York",0,0
Louisiana,New Llano,0,,"New Llano, Louisiana",0,0
Illinois,Oakland,0,,"Oakland, Illinois",0,0
Missouri,Truesdale,0,,"Truesdale, Missouri",0,0
Missouri,Hollister,0,,"Hollister, Missouri",0,0
Louisiana,Pearl River,0,,"Pearl River, Louisiana",0,0
Ohio,South Point,0,,"South Point, Ohio",0,0
Arkansas,Crossett,0,,"Crossett, Arkansas",0,0
Montana,Whitefish,0,,"Whitefish, Montana",0,0
Pennsylvania,Lorain,0,,"Lorain, Pennsylvania",0,0
Oklahoma,Cole,79,,"Cole, Oklahoma",0,0
Illinois,Ringwood,0,,"Ringwood, Illinois",0,0
New Jersey,Merchantville,0,,"Merchantville, New Jersey",0,0
California,Carmel By The Sea,0,,"Carmel By The Sea, California",0,0
Missouri,Miner,31,,"Miner, Missouri",0,0
New York,Montebello,0,,"Montebello, New York",0,0
Missouri,Memphis,59,,"Memphis, Missouri",0,0
Ohio,Versailles,0,,"Versailles, Ohio",0,0
Pennsylvania,Leetsdale,0,,"Leetsdale, Pennsylvania",0,0
Pennsylvania,Avoca,0,,"Avoca, Pennsylvania",0,0
New York,Celoron,0,,"Celoron, New York",0,0
Alabama,Aliceville,0,,"Aliceville, Alabama",0,0
Louisiana,Folsom,0,,"Folsom, Louisiana",0,0
Nebraska,Gibbon,0,,"Gibbon, Nebraska",0,0
Ohio,Middletown,0,,"Middletown, Ohio",0,0
Pennsylvania,Mount Oliver,0,,"Mount Oliver, Pennsylvania",0,0
Indiana,Edinburgh,0,,"Edinburgh, Indiana",0,0
Louisiana,Folsom,0,,"Folsom, Louisiana",0,0
New Jersey,Woodland Park,0,,"Woodland Park, New Jersey",0,0
Ohio,Mount Vernon,0,,"Mount Vernon, Ohio",0,0
Oklahoma,Warr Acres,31,,"Warr Acres, Oklahoma",0,0
New Jersey,Lake Como,0,,"Lake Como, New Jersey",0,0
Pennsylvania,Adamstown,0,,"Adamstown, Pennsylvania",0,0
Louisiana,Mansura,0,,"Mansura, Louisiana",0,0
Illinois,North Pekin,0,,"North Pekin, Illinois",0,0
Louisiana,Grambling,0,,"Grambling, Louisiana",0,0
Idaho,Moyie Springs,0,,"Moyie Springs, Idaho",0,0
California,Rolling Hills,45,,"Rolling Hills, California",0,0
Pennsylvania,Parker,0,,"Parker, Pennsylvania",0,0
Ohio,Monroeville,0,,"Monroeville, Ohio",0,0
Wisconsin,Elkhart Lake,0,,"Elkhart Lake, Wisconsin",0,0
Texas,Ralls,0,,"Ralls, Texas",0,0
Arkansas,Eureka Springs,0,,"Eureka Springs, Arkansas",0,0
Iowa,Belle Plaine,0,,"Belle Plaine, Iowa",0,0
Pennsylvania,Clarks Green,0,,"Clarks Green, Pennsylvania",0,0
New Mexico,Peralta,0,,"Peralta, New Mexico",0,0
West Virginia,Glen Dale,0,,"Glen Dale, West Virginia",0,0
Illinois,Hebron,0,,"Hebron, Illinois",0,0
Montana,Columbia Falls,0,,"Columbia Falls, Montana",0,0
Mississippi,Shaw,0,,"Shaw, Mississippi",0,0
Iowa,Baxter,0,,"Baxter, Iowa",0,0
Maryland,Indian Head,0,,"Indian Head, Maryland",0,0
Iowa,Belle Plaine,0,,"Belle Plaine, Iowa",0,0
Missouri,Marlborough,0,,"Marlborough, Missouri",0,0
Indiana,Churubusco,0,,"Churubusco, Indiana",0,0
Ohio,Luckey,0,,"Luckey, Ohio",0,0
North Carolina,North Topsail Beach,99,,"North Topsail Beach, North Carolina",0,0
Oklahoma,Lehigh,0,,"Lehigh, Oklahoma",0,0
New Jersey,Spring Lake,0,,"Spring Lake, New Jersey",0,0
Indiana,St John,68,,"St John, Indiana",0,0
Arkansas,Horatio,0,,"Horatio, Arkansas",0,0
Pennsylvania,Kenhorst,0,,"Kenhorst, Pennsylvania",0,0
New Mexico,Causey,0,,"Causey, New Mexico",0,0
North Carolina,Wentworth,0,,"Wentworth, North Carolina",0,0
Arkansas,Plumerville,0,,"Plumerville, Arkansas",0,0
Washington,Tumwater,0,,"Tumwater, Washington",0,0
Mississippi,Ellisville,0,,"Ellisville, Mississippi",0,0
